"","master_species","family_molecules","Age.at.maturity","Calcification.rate","Chlorophyll.a","Coloniality","Corallite.width.maximum","Gross.photosynthesis","Growth.form.typical","Growth.rate","Ocean.basin","Oocyte.size.at.maturity","Polyp.fecundity","Polyps.per.area","Propagule.size.on.release","Protein.biomass","Skeletal.density","Tissue.thickness","Total.biomass","Zooxanthellate","Colony.maximum.diameter","Genus","Species"
"845","Stylaraea punctata","Poritidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"encrusting",NA,"pacific",NA,NA,1.8011291875797,NA,NA,NA,NA,NA,"zooxanthellate",1.17609125905568,"Stylaraea","punctata"
"846","Stylocoeniella armata","Pocilloporidae",NA,NA,NA,"colonial",0.361727836017593,NA,"encrusting",NA,"pacific",NA,NA,1.29285392247245,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Stylocoeniella","armata"
"847","Stylocoeniella cocosensis","Pocilloporidae",NA,NA,NA,"colonial",-0.154901959985743,NA,"encrusting",NA,"pacific",NA,NA,1.25609206533901,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Stylocoeniella","cocosensis"
"848","Stylocoeniella guentheri","Pocilloporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"digitate",NA,"pacific",NA,NA,1.58013774504798,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Stylocoeniella","guentheri"
"849","Stylocoeniella muscosus","Pocilloporidae",NA,NA,NA,NA,NA,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Stylocoeniella","muscosus"
"850","Stylophora danae","Pocilloporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_closed",1.07918124604762,"pacific",NA,NA,1.37897899417001,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Stylophora","danae"
"851","Stylophora kuehlmanni","Pocilloporidae",NA,NA,NA,"colonial",-0.154901959985743,NA,"branching_closed",NA,"pacific",NA,NA,1.56803736532834,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Stylophora","kuehlmanni"
"852","Stylophora madagascarensis","Pocilloporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"branching_closed",NA,"pacific",NA,NA,1.9194494384882,NA,NA,NA,NA,NA,"zooxanthellate",1.30102999566398,"Stylophora","madagascarensis"
"853","Stylophora mamillata","Pocilloporidae",NA,NA,NA,"colonial",0,NA,"encrusting",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1,"Stylophora","mamillata"
"854","Stylophora mordax","Pocilloporidae",NA,NA,NA,"colonial",NA,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Stylophora","mordax"
"855","Stylophora pistillata","Pocilloporidae",0.301029995663981,NA,NA,"colonial",0.146128035678238,NA,"branching_closed",1.32927972515568,"pacific",2.14612803567824,-0.00845474087046933,2.3071621660683,2.73957234445009,NA,0.23124129643368,NA,NA,"zooxanthellate",1.70757017609794,"Stylophora","pistillata"
"856","Stylophora subseriata","Pocilloporidae",NA,NA,NA,"colonial",-0.154901959985743,NA,"branching_closed",NA,"pacific",NA,NA,1.89388931386267,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Stylophora","subseriata"
"857","Stylophora wellsi","Pocilloporidae",NA,NA,NA,"colonial",-0.154901959985743,NA,"branching_closed",NA,"pacific",NA,NA,1.84273401894827,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Stylophora","wellsi"
"858","Symphyllia agaricia","Lobophylliidae",NA,NA,NA,"colonial",1.52504480703685,NA,"massive",NA,"pacific",NA,NA,-0.954677021213343,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Symphyllia","agaricia"
"859","Symphyllia erythraea","Lobophylliidae",NA,NA,NA,"colonial",1.24303804868629,NA,"massive",NA,"pacific",NA,NA,-0.777283528852417,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Symphyllia","erythraea"
"860","Symphyllia hassi","Lobophylliidae",NA,NA,NA,"colonial",1.30102999566398,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.30102999566398,"Symphyllia","hassi"
"861","Symphyllia radians","Lobophylliidae",NA,NA,NA,"colonial",1.54406804435028,NA,"massive",NA,"pacific",NA,NA,-0.97469413473523,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Symphyllia","radians"
"862","Symphyllia recta","Lobophylliidae",NA,NA,NA,"colonial",1.17609125905568,NA,"massive",NA,"pacific",NA,NA,-0.419075024324381,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Symphyllia","recta"
"863","Symphyllia valenciennesii","Lobophylliidae",NA,NA,NA,"colonial",1.54406804435028,NA,"encrusting",NA,"pacific",NA,NA,-0.777283528852417,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Symphyllia","valenciennesii"
"864","Trachyphyllia geoffroyi","Merulinidae",NA,NA,NA,"colonial",0.602059991327962,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.903089986991944,"Trachyphyllia","geoffroyi"
"865","Turbinaria bifrons","Dendrophylliidae",NA,NA,NA,"colonial",0.204119982655925,NA,"laminar",NA,"pacific",NA,NA,0.904769625906595,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Turbinaria","bifrons"
"866","Turbinaria conspicua","Dendrophylliidae",NA,NA,NA,"colonial",0.204119982655925,NA,"laminar",NA,"pacific",NA,NA,1.09324653110384,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Turbinaria","conspicua"
"867","Turbinaria crater","Dendrophylliidae",NA,NA,NA,"colonial",0.301029995663981,NA,"laminar",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Turbinaria","crater"
"868","Turbinaria frondens","Dendrophylliidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"laminar",1.14612803567824,"pacific",NA,NA,0.989316304989951,NA,NA,NA,NA,NA,"zooxanthellate",2.60205999132796,"Turbinaria","frondens"
"869","Turbinaria heronensis","Dendrophylliidae",NA,NA,NA,"colonial",0.643452676486187,NA,"laminar",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Turbinaria","heronensis"
"870","Turbinaria irregularis","Dendrophylliidae",NA,NA,NA,"colonial",0.322219294733919,NA,"laminar",NA,"pacific",NA,NA,0.846708145456007,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Turbinaria","irregularis"
"871","Turbinaria mesenterina","Dendrophylliidae",0.602059991327962,NA,NA,"colonial",0.544068044350276,NA,"laminar",1.28510702956681,"pacific",2.61857102812013,NA,0.320561680195237,2.72509452108147,NA,NA,NA,NA,"zooxanthellate",2,"Turbinaria","mesenterina"
"872","Turbinaria patula","Dendrophylliidae",NA,NA,NA,"colonial",0.544068044350276,NA,"laminar",NA,"pacific",NA,NA,0.0301947853567512,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Turbinaria","patula"
"873","Turbinaria radicalis","Dendrophylliidae",NA,NA,NA,"colonial",0.397940008672038,NA,"encrusting",NA,"pacific",NA,NA,0.707058940627596,NA,NA,NA,NA,NA,"zooxanthellate",2,"Turbinaria","radicalis"
"874","Turbinaria reniformis","Dendrophylliidae",NA,NA,NA,"colonial",0.6232492903979,NA,"laminar",NA,"pacific",NA,NA,0.137670537236755,NA,NA,NA,NA,NA,"zooxanthellate",2.69897000433602,"Turbinaria","reniformis"
"875","Turbinaria stellulata","Dendrophylliidae",NA,NA,NA,"colonial",0.518513939877887,NA,"massive",NA,"pacific",NA,NA,0.238798562713917,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Turbinaria","stellulata"
"876","Zoopilus echinatus","Fungiidae",NA,NA,NA,"colonial",1.30102999566398,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.77815125038364,"Zoopilus","echinatus"
